carat,cut,color,clarity,depth,table,price
"(-0.536, 0.538]",2.0,2.0,6.0,61.4,4.04305126783455,12273.0
"(-0.536, 0.538]",4.0,2.0,2.0,59.7,4.127134385045092,12282.0
"(-0.536, 0.538]",1.0,2.0,5.0,57.8,4.07753744390572,12283.0
"(0.538, 1.611]",2.0,5.0,2.0,62.2,4.04305126783455,12284.0
"(0.538, 1.611]",2.0,4.0,3.0,61.4,4.04305126783455,12284.0
"(-0.536, 0.538]",4.0,2.0,7.0,58.9,4.04305126783455,12285.0
"(0.538, 1.611]",1.0,6.0,3.0,58.9,4.1588830833596715,12286.0
"(0.538, 1.611]",4.0,4.0,2.0,63.1,4.07753744390572,12288.0
"(-0.536, 0.538]",4.0,5.0,1.0,62.1,4.07753744390572,12291.0
"(-0.536, 0.538]",4.0,5.0,1.0,62.2,4.127134385045092,12291.0
"(0.538, 1.611]",4.0,4.0,3.0,60.1,4.143134726391533,12295.0
"(-0.536, 0.538]",2.0,3.0,2.0,62.2,4.02535169073515,12295.0
"(-0.536, 0.538]",4.0,4.0,7.0,63.0,4.060443010546419,12297.0
"(0.538, 1.611]",3.0,4.0,0.0,62.1,4.060443010546419,12300.0
"(-0.536, 0.538]",4.0,0.0,2.0,62.3,4.07753744390572,12304.0
"(-0.536, 0.538]",3.0,1.0,2.0,62.5,4.07753744390572,12305.0
"(-0.536, 0.538]",3.0,4.0,1.0,62.5,4.060443010546419,12308.0
"(-0.536, 0.538]",3.0,3.0,5.0,62.5,4.07753744390572,12308.0
"(0.538, 1.611]",3.0,6.0,2.0,62.2,4.07753744390572,12308.0
"(-0.536, 0.538]",3.0,3.0,5.0,61.2,4.110873864173311,12308.0
"(-0.536, 0.538]",3.0,3.0,5.0,62.9,3.9889840465642745,12308.0
"(-0.536, 0.538]",3.0,3.0,5.0,61.6,4.07753744390572,12308.0
"(-0.536, 0.538]",3.0,3.0,5.0,61.1,4.07753744390572,12308.0
"(0.538, 1.611]",3.0,6.0,3.0,62.0,4.127134385045092,12308.0
"(0.538, 1.611]",1.0,2.0,3.0,57.9,4.060443010546419,12308.0
"(-0.536, 0.538]",4.0,5.0,4.0,62.3,4.062165663857866,12311.0
"(-0.536, 0.538]",4.0,0.0,5.0,63.2,4.04305126783455,12311.0
"(-0.536, 0.538]",2.0,0.0,7.0,61.9,4.007333185232471,12314.0
"(-0.536, 0.538]",2.0,2.0,6.0,59.0,4.0943445622221,12315.0
"(0.538, 1.611]",2.0,6.0,2.0,62.3,4.04305126783455,12316.0
"(-0.536, 0.538]",4.0,3.0,4.0,60.2,4.143134726391533,12317.0
"(-0.536, 0.538]",3.0,1.0,2.0,62.4,4.07753744390572,12319.0
"(-0.536, 0.538]",1.0,3.0,4.0,64.0,4.04305126783455,12319.0
"(-0.536, 0.538]",2.0,2.0,2.0,61.1,4.007333185232471,12320.0
"(0.538, 1.611]",3.0,3.0,3.0,62.2,4.127134385045092,12321.0
"(0.538, 1.611]",3.0,6.0,3.0,60.6,4.127134385045092,12327.0
"(-0.536, 0.538]",2.0,4.0,5.0,61.7,4.007333185232471,12327.0
"(0.538, 1.611]",2.0,4.0,2.0,62.3,4.02535169073515,12332.0
"(-0.536, 0.538]",2.0,4.0,5.0,61.4,4.02535169073515,12334.0
"(-0.536, 0.538]",3.0,4.0,6.0,60.6,4.0943445622221,12336.0
"(-0.536, 0.538]",3.0,1.0,2.0,60.3,4.060443010546419,12336.0
"(0.538, 1.611]",2.0,5.0,3.0,62.1,4.04305126783455,12338.0
"(0.538, 1.611]",3.0,5.0,3.0,62.0,4.02535169073515,12338.0
"(0.538, 1.611]",3.0,5.0,3.0,62.0,4.02535169073515,12338.0
"(0.538, 1.611]",3.0,0.0,2.0,61.2,4.060443010546419,12338.0
"(-0.536, 0.538]",3.0,4.0,2.0,62.8,4.060443010546419,12338.0
"(0.538, 1.611]",4.0,4.0,5.0,63.1,4.007333185232471,12339.0
"(0.538, 1.611]",3.0,4.0,2.0,62.2,4.0943445622221,12341.0
"(-0.536, 0.538]",2.0,3.0,6.0,62.6,4.007333185232471,12342.0
"(0.538, 1.611]",4.0,6.0,3.0,62.6,4.04305126783455,12342.0
"(-0.536, 0.538]",4.0,0.0,2.0,62.8,4.060443010546419,12342.0
"(-0.536, 0.538]",2.0,5.0,5.0,61.9,3.9889840465642745,12342.0
"(-0.536, 0.538]",3.0,0.0,2.0,58.4,4.0943445622221,12342.0
"(-0.536, 0.538]",3.0,1.0,4.0,60.5,4.060443010546419,12342.0
"(-0.536, 0.538]",3.0,2.0,2.0,60.5,4.060443010546419,12343.0
"(-0.536, 0.538]",2.0,3.0,7.0,61.7,4.060443010546419,12345.0
"(0.538, 1.611]",2.0,5.0,3.0,62.1,4.007333185232471,12349.0
"(0.538, 1.611]",2.0,5.0,3.0,62.6,4.02535169073515,12356.0
"(-0.536, 0.538]",4.0,3.0,5.0,62.8,3.9889840465642745,12359.0
"(0.538, 1.611]",4.0,0.0,3.0,63.4,4.127134385045092,12360.0
"(0.538, 1.611]",4.0,4.0,2.0,62.6,4.060443010546419,12361.0
"(0.538, 1.611]",2.0,0.0,3.0,64.5,4.02535169073515,12361.0
"(-0.536, 0.538]",2.0,2.0,2.0,61.5,4.007333185232471,12364.0
"(0.538, 1.611]",3.0,6.0,2.0,62.4,4.060443010546419,12364.0
"(0.538, 1.611]",3.0,6.0,2.0,60.5,4.07753744390572,12369.0
"(0.538, 1.611]",3.0,6.0,2.0,59.3,4.127134385045092,12369.0
"(0.538, 1.611]",1.0,6.0,2.0,63.6,4.07753744390572,12369.0
"(0.538, 1.611]",4.0,6.0,3.0,60.7,4.143134726391533,12369.0
"(-0.536, 0.538]",2.0,2.0,2.0,62.1,3.9889840465642745,12373.0
"(-0.536, 0.538]",2.0,0.0,7.0,61.3,4.04305126783455,12375.0
"(0.538, 1.611]",4.0,3.0,3.0,63.3,4.07753744390572,12377.0
"(0.538, 1.611]",3.0,2.0,3.0,61.3,4.07753744390572,12377.0
"(0.538, 1.611]",3.0,2.0,3.0,61.2,4.04305126783455,12377.0
"(-0.536, 0.538]",4.0,4.0,4.0,61.2,4.070734696582967,12378.0
"(0.538, 1.611]",3.0,5.0,5.0,62.3,4.060443010546419,12378.0
"(0.538, 1.611]",4.0,1.0,3.0,62.0,4.04305126783455,12379.0
"(-0.536, 0.538]",2.0,2.0,2.0,62.2,4.007333185232471,12379.0
"(0.538, 1.611]",3.0,6.0,3.0,62.7,4.07753744390572,12380.0
"(0.538, 1.611]",3.0,6.0,3.0,61.6,4.060443010546419,12380.0
"(0.538, 1.611]",4.0,6.0,3.0,59.1,4.060443010546419,12381.0
"(-0.536, 0.538]",4.0,1.0,2.0,62.6,4.04305126783455,12386.0
"(-0.536, 0.538]",4.0,1.0,2.0,60.8,4.0943445622221,12386.0
"(0.538, 1.611]",3.0,3.0,3.0,60.3,4.04305126783455,12388.0
"(-0.536, 0.538]",2.0,2.0,2.0,61.8,4.02535169073515,12389.0
"(-0.536, 0.538]",2.0,0.0,7.0,62.3,4.02535169073515,12390.0
"(0.538, 1.611]",4.0,6.0,2.0,62.4,4.07753744390572,12392.0
"(0.538, 1.611]",4.0,6.0,2.0,60.3,4.060443010546419,12392.0
"(-0.536, 0.538]",4.0,4.0,2.0,62.4,4.060443010546419,12392.0
"(-0.536, 0.538]",2.0,0.0,5.0,61.6,4.04305126783455,12392.0
"(-0.536, 0.538]",4.0,5.0,7.0,60.4,4.07753744390572,12394.0
"(-0.536, 0.538]",3.0,2.0,2.0,59.7,4.127134385045092,12394.0
"(0.538, 1.611]",4.0,5.0,7.0,62.7,4.060443010546419,12396.0
"(0.538, 1.611]",2.0,4.0,3.0,61.9,4.04305126783455,12400.0
"(0.538, 1.611]",3.0,6.0,5.0,58.3,3.9889840465642745,12401.0
"(-0.536, 0.538]",2.0,5.0,4.0,61.3,4.007333185232471,12401.0
"(0.538, 1.611]",4.0,4.0,3.0,63.1,4.060443010546419,12401.0
"(-0.536, 0.538]",3.0,2.0,4.0,58.8,4.110873864173311,12401.0
"(0.538, 1.611]",3.0,6.0,3.0,62.0,4.07753744390572,12403.0
"(-0.536, 0.538]",2.0,5.0,5.0,61.9,4.04305126783455,12406.0
"(0.538, 1.611]",3.0,6.0,3.0,62.8,4.060443010546419,12407.0
"(0.538, 1.611]",3.0,6.0,3.0,61.4,4.0943445622221,12407.0
"(-0.536, 0.538]",3.0,4.0,7.0,63.0,4.060443010546419,12409.0
"(-0.536, 0.538]",2.0,2.0,2.0,62.6,4.007333185232471,12415.0
"(0.538, 1.611]",3.0,5.0,4.0,60.6,4.0943445622221,12416.0
"(-0.536, 0.538]",2.0,4.0,2.0,61.4,4.04305126783455,12416.0
"(-0.536, 0.538]",3.0,0.0,2.0,62.3,4.07753744390572,12417.0
"(-0.536, 0.538]",2.0,0.0,4.0,61.6,4.007333185232471,12417.0
"(-0.536, 0.538]",3.0,1.0,2.0,62.5,4.07753744390572,12418.0
"(0.538, 1.611]",1.0,4.0,3.0,63.7,4.07753744390572,12423.0
"(0.538, 1.611]",3.0,4.0,3.0,60.8,4.07753744390572,12423.0
"(0.538, 1.611]",4.0,4.0,3.0,62.2,4.143134726391533,12423.0
"(-0.536, 0.538]",1.0,4.0,5.0,61.5,4.107589788972121,12429.0
"(-0.536, 0.538]",4.0,3.0,4.0,60.2,4.143134726391533,12430.0
"(0.538, 1.611]",3.0,6.0,2.0,61.6,4.060443010546419,12431.0
"(-0.536, 0.538]",2.0,1.0,2.0,62.8,4.007333185232471,12431.0
"(-0.536, 0.538]",2.0,2.0,2.0,61.1,4.007333185232471,12432.0
"(0.538, 1.611]",2.0,6.0,2.0,62.4,3.9889840465642745,12433.0
"(-0.536, 0.538]",2.0,4.0,1.0,62.7,4.02535169073515,12437.0
"(-0.536, 0.538]",3.0,3.0,5.0,60.7,4.0943445622221,12437.0
"(0.538, 1.611]",3.0,6.0,3.0,61.0,4.060443010546419,12440.0
"(0.538, 1.611]",3.0,6.0,3.0,60.7,4.0943445622221,12440.0
"(0.538, 1.611]",2.0,4.0,5.0,61.7,4.007333185232471,12443.0
"(-0.536, 0.538]",2.0,1.0,6.0,60.9,4.02535169073515,12447.0
"(0.538, 1.611]",0.0,3.0,3.0,56.2,4.143134726391533,12450.0
"(0.538, 1.611]",4.0,5.0,4.0,60.5,4.07753744390572,12451.0
"(0.538, 1.611]",3.0,4.0,3.0,59.7,4.07753744390572,12454.0
"(0.538, 1.611]",0.0,1.0,3.0,67.4,4.02535169073515,12454.0
"(0.538, 1.611]",3.0,4.0,2.0,60.6,4.110873864173311,12454.0
"(-0.536, 0.538]",2.0,3.0,6.0,62.6,4.007333185232471,12455.0
"(-0.536, 0.538]",2.0,3.0,1.0,59.0,4.07753744390572,12458.0
"(0.538, 1.611]",3.0,4.0,3.0,62.2,4.02535169073515,12458.0
"(-0.536, 0.538]",4.0,4.0,7.0,60.9,4.060443010546419,12459.0
"(-0.536, 0.538]",2.0,4.0,4.0,61.3,4.04305126783455,12459.0
"(-0.536, 0.538]",2.0,2.0,2.0,62.3,4.04305126783455,12459.0
"(-0.536, 0.538]",2.0,3.0,7.0,61.4,3.9889840465642745,12462.0
"(-0.536, 0.538]",2.0,1.0,4.0,62.2,4.007333185232471,12465.0
"(-0.536, 0.538]",2.0,2.0,2.0,62.0,4.0943445622221,12466.0
"(-0.536, 0.538]",1.0,1.0,2.0,63.6,4.060443010546419,12467.0
"(-0.536, 0.538]",2.0,3.0,1.0,62.3,4.02535169073515,12467.0
"(-0.536, 0.538]",2.0,3.0,5.0,62.6,4.02535169073515,12468.0
"(0.538, 1.611]",2.0,6.0,2.0,62.0,4.04305126783455,12468.0
"(-0.536, 0.538]",4.0,1.0,5.0,59.4,4.127134385045092,12474.0
"(-0.536, 0.538]",2.0,2.0,2.0,61.5,4.007333185232471,12477.0
"(-0.536, 0.538]",4.0,4.0,4.0,60.3,4.127134385045092,12483.0
"(0.538, 1.611]",2.0,4.0,3.0,62.1,4.02535169073515,12485.0
"(-0.536, 0.538]",1.0,3.0,4.0,63.1,4.007333185232471,12489.0
"(-0.536, 0.538]",1.0,1.0,2.0,63.6,4.02535169073515,12490.0
"(0.538, 1.611]",3.0,1.0,3.0,62.0,4.04305126783455,12492.0
"(0.538, 1.611]",3.0,6.0,2.0,60.1,4.060443010546419,12492.0
"(-0.536, 0.538]",4.0,4.0,5.0,58.8,4.0943445622221,12493.0
"(-0.536, 0.538]",2.0,2.0,7.0,61.6,4.02535169073515,12494.0
"(0.538, 1.611]",3.0,6.0,3.0,59.1,4.060443010546419,12494.0
"(-0.536, 0.538]",2.0,5.0,5.0,61.5,4.04305126783455,12495.0
"(-0.536, 0.538]",3.0,3.0,6.0,62.7,4.07753744390572,12498.0
"(-0.536, 0.538]",3.0,1.0,2.0,62.6,4.04305126783455,12499.0
"(0.538, 1.611]",3.0,6.0,2.0,59.6,4.07753744390572,12499.0
"(-0.536, 0.538]",3.0,1.0,2.0,60.8,4.0943445622221,12499.0
"(0.538, 1.611]",0.0,2.0,3.0,65.2,4.07753744390572,12500.0
"(-0.536, 0.538]",3.0,0.0,2.0,60.2,4.060443010546419,12502.0
"(-0.536, 0.538]",2.0,3.0,5.0,62.7,4.007333185232471,12506.0
"(0.538, 1.611]",0.0,3.0,3.0,64.4,4.060443010546419,12508.0
"(0.538, 1.611]",3.0,5.0,7.0,62.7,4.060443010546419,12509.0
"(-0.536, 0.538]",3.0,2.0,2.0,61.4,4.110873864173311,12512.0
"(0.538, 1.611]",4.0,3.0,2.0,63.4,4.060443010546419,12515.0
"(0.538, 1.611]",3.0,3.0,3.0,59.1,4.07753744390572,12521.0
"(-0.536, 0.538]",3.0,3.0,5.0,59.8,4.060443010546419,12522.0
"(-0.536, 0.538]",4.0,2.0,5.0,61.3,4.060443010546419,12526.0
"(0.538, 1.611]",3.0,5.0,4.0,60.6,4.0943445622221,12529.0
"(-0.536, 0.538]",3.0,3.0,4.0,62.1,4.07753744390572,12530.0
"(-0.536, 0.538]",3.0,1.0,2.0,61.5,4.060443010546419,12530.0
"(0.538, 1.611]",2.0,5.0,5.0,61.6,4.007333185232471,12531.0
"(0.538, 1.611]",3.0,6.0,3.0,62.7,4.07753744390572,12531.0
"(-0.536, 0.538]",2.0,1.0,7.0,61.7,4.04305126783455,12539.0
"(-0.536, 0.538]",2.0,2.0,1.0,61.9,4.007333185232471,12539.0
"(0.538, 1.611]",3.0,6.0,5.0,61.8,4.110873864173311,12541.0
"(-0.536, 0.538]",2.0,4.0,5.0,61.5,4.110873864173311,12542.0
"(-0.536, 0.538]",3.0,2.0,1.0,60.0,4.060443010546419,12543.0
"(-0.536, 0.538]",2.0,0.0,7.0,60.3,4.02535169073515,12545.0
"(-0.536, 0.538]",2.0,2.0,2.0,62.8,4.04305126783455,12545.0
"(0.538, 1.611]",2.0,5.0,0.0,62.6,4.007333185232471,12545.0
"(-0.536, 0.538]",1.0,4.0,4.0,59.9,4.110873864173311,12546.0
"(-0.536, 0.538]",4.0,1.0,5.0,62.4,4.07753744390572,12547.0
"(-0.536, 0.538]",1.0,3.0,5.0,57.8,4.0943445622221,12547.0
"(-0.536, 0.538]",3.0,2.0,1.0,59.8,4.0943445622221,12549.0
"(-0.536, 0.538]",3.0,3.0,5.0,60.7,4.0943445622221,12551.0
"(-0.536, 0.538]",4.0,3.0,5.0,58.7,4.143134726391533,12551.0
"(-0.536, 0.538]",2.0,3.0,5.0,62.1,3.9889840465642745,12551.0
"(-0.536, 0.538]",4.0,3.0,5.0,63.1,4.02535169073515,12551.0
"(0.538, 1.611]",1.0,4.0,3.0,63.8,4.07753744390572,12554.0
"(0.538, 1.611]",3.0,6.0,3.0,60.7,4.0943445622221,12554.0
"(0.538, 1.611]",0.0,4.0,3.0,65.9,4.060443010546419,12554.0
"(0.538, 1.611]",2.0,6.0,2.0,59.1,4.07753744390572,12554.0
"(0.538, 1.611]",3.0,6.0,3.0,61.0,4.060443010546419,12554.0
"(0.538, 1.611]",1.0,5.0,2.0,63.9,4.04305126783455,12554.0
"(-0.536, 0.538]",4.0,2.0,2.0,62.8,4.07753744390572,12555.0
"(-0.536, 0.538]",2.0,2.0,6.0,61.1,4.04305126783455,12556.0
"(0.538, 1.611]",4.0,5.0,4.0,62.2,4.07753744390572,12559.0
"(-0.536, 0.538]",2.0,4.0,5.0,60.6,4.04305126783455,12561.0
"(0.538, 1.611]",2.0,6.0,3.0,62.9,3.9889840465642745,12565.0
"(-0.536, 0.538]",2.0,4.0,4.0,61.4,4.04305126783455,12566.0
"(-0.536, 0.538]",3.0,3.0,5.0,62.0,4.04305126783455,12571.0
"(0.538, 1.611]",2.0,3.0,3.0,62.2,4.04305126783455,12573.0
"(-0.536, 0.538]",2.0,3.0,4.0,61.0,4.04305126783455,12576.0
"(0.538, 1.611]",3.0,0.0,3.0,59.3,4.127134385045092,12576.0
"(-0.536, 0.538]",2.0,2.0,7.0,62.2,3.9889840465642745,12576.0
"(-0.536, 0.538]",1.0,1.0,2.0,63.6,4.060443010546419,12581.0
"(-0.536, 0.538]",4.0,0.0,1.0,63.3,4.007333185232471,12581.0
"(-0.536, 0.538]",0.0,1.0,2.0,64.7,4.02535169073515,12581.0
"(-0.536, 0.538]",2.0,2.0,6.0,62.2,4.02535169073515,12584.0
"(-0.536, 0.538]",3.0,1.0,5.0,59.4,4.127134385045092,12587.0
"(0.538, 1.611]",2.0,4.0,0.0,62.8,4.04305126783455,12587.0
"(0.538, 1.611]",2.0,4.0,3.0,61.5,4.04305126783455,12587.0
"(0.538, 1.611]",2.0,6.0,2.0,62.4,4.02535169073515,12591.0
"(0.538, 1.611]",0.0,5.0,3.0,64.5,4.0943445622221,12592.0
"(-0.536, 0.538]",3.0,3.0,2.0,61.0,4.07753744390572,12592.0
"(-0.536, 0.538]",4.0,3.0,5.0,60.8,4.04305126783455,12596.0
"(0.538, 1.611]",4.0,6.0,2.0,59.8,4.092676505121403,12598.0
"(-0.536, 0.538]",3.0,3.0,5.0,61.8,4.07753744390572,12602.0
"(-0.536, 0.538]",4.0,3.0,4.0,63.1,4.007333185232471,12603.0
"(0.538, 1.611]",2.0,4.0,2.0,61.9,4.007333185232471,12605.0
"(-0.536, 0.538]",0.0,0.0,5.0,65.4,3.970291913552122,12606.0
"(0.538, 1.611]",2.0,5.0,2.0,62.9,4.007333185232471,12606.0
"(0.538, 1.611]",2.0,6.0,2.0,62.3,4.04305126783455,12607.0
"(-0.536, 0.538]",3.0,4.0,5.0,58.8,4.0943445622221,12607.0
"(-0.536, 0.538]",2.0,2.0,7.0,61.6,4.02535169073515,12608.0
"(0.538, 1.611]",4.0,5.0,5.0,60.5,4.02535169073515,12610.0
"(0.538, 1.611]",0.0,2.0,3.0,59.8,4.219507705176107,12610.0
"(0.538, 1.611]",4.0,5.0,3.0,60.6,4.0943445622221,12612.0
"(-0.536, 0.538]",2.0,2.0,6.0,62.0,4.060443010546419,12613.0
"(-0.536, 0.538]",4.0,1.0,4.0,60.9,4.110873864173311,12614.0
"(0.538, 1.611]",1.0,2.0,3.0,57.1,4.0943445622221,12615.0
"(-0.536, 0.538]",2.0,2.0,2.0,62.2,4.007333185232471,12616.0
"(-0.536, 0.538]",2.0,2.0,2.0,61.5,4.02535169073515,12616.0
"(0.538, 1.611]",0.0,4.0,3.0,65.9,4.04305126783455,12617.0
"(0.538, 1.611]",4.0,4.0,3.0,63.4,4.060443010546419,12617.0
"(0.538, 1.611]",2.0,5.0,2.0,62.4,3.9889840465642745,12617.0
"(0.538, 1.611]",3.0,5.0,2.0,61.0,4.0943445622221,12617.0
"(0.538, 1.611]",2.0,3.0,2.0,63.0,4.02535169073515,12618.0
"(-0.536, 0.538]",2.0,4.0,5.0,61.3,4.02535169073515,12620.0
"(-0.536, 0.538]",4.0,5.0,4.0,61.9,4.04305126783455,12621.0
"(-0.536, 0.538]",4.0,2.0,2.0,61.9,4.02535169073515,12621.0
"(-0.536, 0.538]",2.0,2.0,2.0,60.3,4.02535169073515,12621.0
"(-1.613, -0.536]",2.0,2.0,6.0,62.7,4.007333185232471,635.0
"(-1.613, -0.536]",2.0,4.0,6.0,62.0,4.02535169073515,636.0
"(-1.613, -0.536]",2.0,6.0,4.0,62.3,3.970291913552122,636.0
"(-1.613, -0.536]",2.0,0.0,2.0,61.3,4.02535169073515,636.0
"(-1.613, -0.536]",4.0,3.0,2.0,58.3,4.127134385045092,636.0
"(-1.613, -0.536]",3.0,0.0,5.0,61.7,4.060443010546419,636.0
"(-1.613, -0.536]",4.0,1.0,4.0,61.9,4.02535169073515,636.0
"(-1.613, -0.536]",2.0,0.0,5.0,62.1,4.007333185232471,636.0
"(-1.613, -0.536]",3.0,1.0,4.0,61.0,4.0943445622221,636.0
"(-1.613, -0.536]",2.0,6.0,5.0,61.8,4.007333185232471,637.0
"(-1.613, -0.536]",2.0,6.0,5.0,62.2,3.996364153861897,637.0
"(-1.613, -0.536]",2.0,1.0,5.0,61.6,4.02535169073515,637.0
"(-1.613, -0.536]",2.0,3.0,4.0,60.4,4.007333185232471,637.0
"(-1.613, -0.536]",2.0,4.0,2.0,61.2,4.009149716158869,637.0
"(-1.613, -0.536]",2.0,1.0,2.0,61.0,4.007333185232471,637.0
"(-1.613, -0.536]",2.0,1.0,2.0,61.2,4.04305126783455,637.0
"(-1.613, -0.536]",1.0,2.0,5.0,58.2,4.060443010546419,637.0
"(-1.613, -0.536]",2.0,3.0,7.0,61.1,4.060443010546419,638.0
"(-1.613, -0.536]",2.0,1.0,4.0,60.1,4.007333185232471,638.0
"(-1.613, -0.536]",1.0,1.0,4.0,64.3,4.07753744390572,638.0
"(-1.613, -0.536]",0.0,2.0,2.0,64.4,3.9889840465642745,638.0
"(-1.613, -0.536]",3.0,2.0,2.0,60.7,4.127134385045092,638.0
"(-1.613, -0.536]",2.0,2.0,0.0,62.5,4.04305126783455,638.0
"(-1.613, -0.536]",4.0,3.0,7.0,62.9,4.007333185232471,638.0
"(-1.613, -0.536]",1.0,0.0,3.0,63.1,3.9889840465642745,638.0
"(-1.613, -0.536]",1.0,1.0,3.0,63.5,4.007333185232471,638.0
"(-1.613, -0.536]",1.0,1.0,3.0,63.8,4.04305126783455,638.0
"(-1.613, -0.536]",4.0,0.0,3.0,62.3,4.110873864173311,638.0
"(-1.613, -0.536]",4.0,1.0,3.0,62.8,4.060443010546419,638.0
"(-1.613, -0.536]",4.0,1.0,3.0,63.0,4.04305126783455,638.0
"(-0.536, 0.538]",2.0,5.0,4.0,62.2,4.007333185232471,12622.0
"(-0.536, 0.538]",4.0,5.0,4.0,59.8,4.07753744390572,12622.0
"(-0.536, 0.538]",2.0,3.0,5.0,61.8,4.007333185232471,12626.0
"(-0.536, 0.538]",2.0,2.0,7.0,62.1,4.007333185232471,12629.0
"(0.538, 1.611]",3.0,4.0,3.0,59.4,4.110873864173311,12631.0
"(0.538, 1.611]",3.0,4.0,3.0,60.9,4.07753744390572,12633.0
"(0.538, 1.611]",0.0,3.0,3.0,65.0,4.02535169073515,12633.0
"(0.538, 1.611]",4.0,6.0,2.0,62.6,4.060443010546419,12637.0
"(0.538, 1.611]",4.0,0.0,3.0,58.3,4.143134726391533,12639.0
"(-0.536, 0.538]",2.0,4.0,2.0,62.2,4.02535169073515,12641.0
"(-0.536, 0.538]",2.0,2.0,5.0,60.3,4.04305126783455,12641.0
"(-0.536, 0.538]",4.0,1.0,1.0,62.4,4.007333185232471,12642.0
"(-0.536, 0.538]",3.0,1.0,2.0,58.3,4.07753744390572,12644.0
"(-0.536, 0.538]",3.0,1.0,2.0,61.5,4.060443010546419,12644.0
"(-0.536, 0.538]",3.0,3.0,4.0,62.1,4.07753744390572,12645.0
"(-0.536, 0.538]",2.0,1.0,2.0,62.3,4.02535169073515,12646.0
"(-0.536, 0.538]",4.0,1.0,1.0,63.3,4.04305126783455,12647.0
"(-0.536, 0.538]",4.0,4.0,7.0,62.8,4.02535169073515,12648.0
"(-0.536, 0.538]",2.0,0.0,2.0,60.7,4.07753744390572,12648.0
"(-0.536, 0.538]",0.0,2.0,6.0,58.0,4.189654742026425,12648.0
"(-0.536, 0.538]",4.0,3.0,4.0,62.8,4.02535169073515,12654.0
"(0.538, 1.611]",2.0,4.0,2.0,61.8,4.04305126783455,12654.0
"(0.538, 1.611]",2.0,6.0,3.0,61.6,4.007333185232471,12654.0
"(0.538, 1.611]",1.0,3.0,3.0,64.3,4.02535169073515,12654.0
"(0.538, 1.611]",4.0,6.0,3.0,60.5,4.110873864173311,12655.0
"(-0.536, 0.538]",3.0,1.0,2.0,58.6,4.127134385045092,12655.0
"(0.538, 1.611]",3.0,4.0,3.0,62.8,4.0943445622221,12655.0
"(-0.536, 0.538]",2.0,0.0,7.0,62.8,4.007333185232471,12657.0
"(-0.536, 0.538]",3.0,2.0,2.0,62.8,4.07753744390572,12670.0
"(-0.536, 0.538]",3.0,1.0,4.0,58.8,4.07753744390572,12671.0
"(-0.536, 0.538]",2.0,2.0,2.0,61.6,4.007333185232471,12671.0
"(-0.536, 0.538]",4.0,3.0,5.0,62.5,4.07753744390572,12672.0
"(0.538, 1.611]",3.0,5.0,4.0,62.2,4.07753744390572,12674.0
"(0.538, 1.611]",2.0,6.0,4.0,62.0,4.02535169073515,12674.0
"(0.538, 1.611]",3.0,4.0,3.0,62.6,4.060443010546419,12677.0
"(0.538, 1.611]",2.0,2.0,3.0,62.4,4.04305126783455,12677.0
"(0.538, 1.611]",2.0,4.0,3.0,62.4,4.02535169073515,12680.0
"(0.538, 1.611]",3.0,4.0,3.0,61.7,4.110873864173311,12680.0
"(0.538, 1.611]",1.0,5.0,3.0,64.6,4.04305126783455,12681.0
"(-0.536, 0.538]",3.0,3.0,5.0,61.4,4.060443010546419,12681.0
"(-0.536, 0.538]",2.0,4.0,4.0,61.4,4.04305126783455,12681.0
"(-0.536, 0.538]",3.0,2.0,2.0,60.7,4.127134385045092,12681.0
"(0.538, 1.611]",4.0,6.0,5.0,62.1,4.0943445622221,12683.0
"(-0.536, 0.538]",4.0,4.0,4.0,62.0,3.9889840465642745,12686.0
"(0.538, 1.611]",2.0,5.0,3.0,61.4,3.9889840465642745,12687.0
"(-0.536, 0.538]",2.0,0.0,2.0,62.3,4.02535169073515,12688.0
"(0.538, 1.611]",3.0,6.0,2.0,60.5,4.07753744390572,12690.0
"(0.538, 1.611]",3.0,4.0,3.0,62.3,4.060443010546419,12693.0
"(-0.536, 0.538]",1.0,2.0,5.0,60.2,4.060443010546419,12693.0
"(0.538, 1.611]",2.0,6.0,2.0,62.6,4.007333185232471,12696.0
"(0.538, 1.611]",3.0,4.0,2.0,62.4,4.127134385045092,12696.0
"(-0.536, 0.538]",3.0,3.0,5.0,59.6,4.04305126783455,12696.0
"(-0.536, 0.538]",4.0,0.0,2.0,58.9,4.060443010546419,12697.0
"(-0.536, 0.538]",2.0,2.0,6.0,62.2,4.02535169073515,12698.0
"(0.538, 1.611]",2.0,3.0,3.0,62.2,4.007333185232471,12700.0
"(-0.536, 0.538]",2.0,4.0,4.0,62.4,4.02535169073515,12702.0
"(-0.536, 0.538]",3.0,0.0,2.0,59.8,4.060443010546419,12707.0
"(0.538, 1.611]",2.0,0.0,3.0,62.9,4.007333185232471,12707.0
"(-0.536, 0.538]",1.0,0.0,5.0,59.8,4.174387269895637,12709.0
"(-0.536, 0.538]",2.0,2.0,2.0,62.7,4.02535169073515,12712.0
"(-0.536, 0.538]",3.0,1.0,4.0,59.4,4.0943445622221,12713.0
"(0.538, 1.611]",2.0,6.0,2.0,59.8,4.0943445622221,12713.0
"(0.538, 1.611]",4.0,5.0,3.0,61.2,4.007333185232471,12714.0
"(0.538, 1.611]",2.0,6.0,3.0,62.1,4.04305126783455,12716.0
